d1,d2,type
DB00163,DB00814,1
DB00972,DB09076,1
DB00191,DB00767,1
DB00934,DB09076,1
DB00976,DB00980,1
DB00163,DB00266,1
DB00653,DB01219,1
DB00461,DB06695,1
DB00916,DB01601,1
DB01143,DB01340,1
DB01238,DB01356,1
DB00867,DB06707,1
DB00187,DB00794,1
DB00359,DB01251,1
DB00468,DB00651,1
DB01416,DB03615,1
DB00555,DB01337,1
DB00906,DB06148,1
DB00559,DB01115,1
DB00968,DB01158,1
DB00193,DB00366,1
DB00622,DB00956,1
DB00455,DB01041,1
DB00519,DB06287,1
DB00220,DB00501,1
DB01278,DB06153,1
DB00177,DB00190,1
DB00182,DB00904,1
DB00497,DB06201,1
DB00434,DB00450,1
DB00307,DB04845,1
DB00476,DB00508,1
DB01181,DB01264,1
DB00390,DB01177,1
DB00181,DB00557,1
DB00176,DB01178,1
DB00458,DB00921,1
DB01173,DB04924,1
DB00503,DB06603,1
DB00316,DB00717,1
DB00508,DB00752,1
DB00564,DB06708,1
DB06480,DB09039,1
DB00201,DB00774,1
DB00232,DB00539,1
DB00850,DB01149,1
DB01256,DB09065,1
DB00363,DB09074,1
DB01173,DB01558,1
DB00957,DB08794,1
DB00705,DB01071,1
DB00191,DB00449,1
DB00830,DB01291,1
DB00266,DB00775,1
DB00554,DB08912,1
DB00418,DB00555,1
DB00829,DB01392,1
DB01558,DB05271,1
DB00512,DB00803,1
DB00035,DB00712,1
DB00690,DB01609,1
DB00252,DB01589,1
DB00193,DB00611,1
DB01097,DB06772,1
DB00468,DB00682,1
DB00997,DB01211,1
DB00976,DB08864,1
DB00216,DB00508,1
DB00270,DB08820,1
DB00193,DB00468,1
DB00312,DB01021,1
DB00484,DB00956,1
DB00258,DB01576,1
DB00706,DB01211,1
DB00470,DB01069,1
DB00014,DB01072,1
DB00898,DB06700,1
DB00266,DB01112,1
DB00273,DB00427,1
DB01149,DB09049,1
DB00388,DB09009,1
DB00501,DB01427,1
DB00391,DB00765,1
DB01033,DB04854,1
DB00257,DB00613,1
DB00283,DB09271,1
DB00201,DB01207,1
DB01367,DB01623,1
DB00705,DB01394,1
DB00474,DB01041,1
DB00188,DB00472,1
DB05812,DB06589,1
DB00752,DB06203,1
DB00912,DB09123,1
DB01239,DB01576,1
DB00387,DB00652,1
DB00325,DB00476,1
DB01192,DB09042,1
DB00759,DB01117,1
DB01045,DB01355,1
DB00186,DB01075,1
DB00035,DB00959,1
DB00490,DB01037,1
DB00436,DB00802,1
DB01211,DB09123,1
DB01178,DB01579,1
DB00222,DB02546,1
DB00641,DB01377,1
DB00484,DB01075,1
DB02901,DB06335,1
DB00571,DB09027,1
DB00776,DB08934,1
DB06724,DB08930,1
DB00197,DB00839,1
DB00252,DB01074,1
DB00384,DB01355,1
DB01166,DB09063,1
DB01097,DB01222,1
DB01351,DB04825,1
DB01148,DB09290,1
DB00331,DB09135,1
DB00285,DB05812,1
DB01058,DB09048,1
DB08889,DB09280,1
DB00542,DB09220,1
DB01238,DB01403,1
DB00202,DB01111,1
DB00196,DB01095,1
DB00325,DB01353,1
DB01407,DB06707,1
DB00904,DB06204,1
DB00780,DB09290,1
DB00427,DB09273,1
DB00461,DB09285,1
DB00839,DB01251,1
DB00401,DB00474,1
DB01223,DB01589,1
DB00366,DB01018,1
DB00191,DB00651,1
DB00266,DB01060,1
DB01063,DB09068,1
DB00860,DB01263,1
DB00653,DB01558,1
DB00834,DB08893,1
DB00678,DB01392,1
DB00374,DB01397,1
DB00806,DB06209,1
DB00091,DB00798,1
DB06626,DB09048,1
DB01167,DB04884,1
DB01021,DB08907,1
DB00273,DB00363,1
DB00035,DB00540,1
DB00619,DB09288,1
DB00608,DB09128,1
DB00595,DB06724,1
DB00748,DB01409,1
DB00476,DB00946,1
DB00278,DB00374,1
DB00273,DB08883,1
DB00313,DB00734,1
DB00266,DB00977,1
DB00387,DB00477,1
DB01106,DB06201,1
DB01124,DB06287,1
DB00425,DB01106,1
DB01238,DB09073,1
DB00382,DB04861,1
DB00420,DB08918,1
DB01590,DB06636,1
DB00712,DB00974,1
DB00820,DB00925,1
DB00364,DB01155,1
DB01038,DB08918,1
DB00633,DB06704,1
DB00163,DB01009,1
DB00695,DB00794,1
DB00715,DB09053,1
DB00765,DB00818,1
DB00312,DB00717,1
DB00295,DB00376,1
DB01026,DB06603,1
DB00607,DB08903,1
DB00393,DB01263,1
DB00479,DB01607,1
DB00220,DB00603,1
DB00486,DB00938,1
DB00035,DB00564,1
DB00907,DB01182,1
DB01156,DB04572,1
DB00199,DB00215,1
DB00220,DB00222,1
DB00370,DB00434,1
DB00564,DB00851,1
DB00204,DB00270,1
DB00601,DB01151,1
DB00390,DB00728,1
DB00715,DB00999,1
DB00622,DB00872,1
DB00598,DB06706,1
DB00186,DB01173,1
DB08822,DB09026,1
DB01017,DB09071,1
DB00278,DB00946,1
DB00964,DB01037,1
DB00307,DB01241,1
DB00752,DB01171,1
DB01224,DB08899,1
DB01193,DB04855,1
DB00512,DB00605,1
DB00486,DB00753,1
DB00199,DB01418,1
DB00277,DB00571,1
DB00503,DB01120,1
DB01175,DB01224,1
DB00615,DB06708,1
DB00316,DB00661,1
DB00934,DB05271,1
DB00252,DB06626,1
DB00281,DB00697,1
DB00420,DB06684,1
DB00603,DB01232,1
DB00715,DB01176,1
DB00968,DB06218,1
DB00279,DB00823,1
DB00460,DB00831,1
DB00897,DB01254,1
DB00603,DB01251,1
DB00237,DB00598,1
DB00615,DB01244,1
DB00601,DB01579,1
DB00444,DB09054,1
DB00318,DB00421,1
DB00938,DB01232,1
DB00193,DB00875,1
DB04868,DB06335,1
DB00681,DB01263,1
DB00252,DB00883,1
DB00835,DB09117,1
DB00910,DB01406,1
DB01071,DB01171,1
DB00175,DB06290,1
DB00220,DB00402,1
DB00435,DB01020,1
DB01590,DB09054,1
DB00932,DB06695,1
DB01609,DB08903,1
DB00204,DB00310,1
DB00181,DB00737,1
DB00474,DB08867,1
DB00924,DB06148,1
DB00347,DB00358,1
DB00035,DB08976,1
DB01068,DB06717,1
DB00422,DB00661,1
DB00252,DB01080,1
DB01194,DB01263,1
DB01211,DB08918,1
DB00484,DB00540,1
DB00436,DB00921,1
DB00420,DB00460,1
DB00619,DB01050,1
DB00780,DB01197,1
DB01407,DB06714,1
DB00245,DB00761,1
DB01409,DB08893,1
DB00535,DB00798,1
DB00806,DB01223,1
DB00752,DB06288,1
DB01136,DB08868,1
DB01319,DB01624,1
DB00835,DB08883,1
DB00912,DB01211,1
DB00924,DB09272,1
DB08865,DB09083,1
DB00188,DB01609,1
DB00539,DB01021,1
DB00220,DB00615,1
DB00241,DB00598,1
DB00470,DB09034,1
DB00252,DB01087,1
DB01167,DB06636,1
DB00224,DB05109,1
DB00371,DB01392,1
DB00285,DB01233,1
DB01201,DB05521,1
DB00206,DB00952,1
DB00425,DB00582,1
DB00387,DB00557,1
DB00307,DB00460,1
DB00208,DB00956,1
DB00653,DB01162,1
DB00564,DB09039,1
DB00726,DB00834,1
DB00794,DB00968,1
DB00412,DB01613,1
DB00331,DB00819,1
DB00387,DB00433,1
DB00976,DB08932,1
DB01069,DB01239,1
DB00585,DB01066,1
DB00191,DB00875,1
DB00918,DB01618,1
DB01167,DB09063,1
DB00924,DB01614,1
DB00279,DB01320,1
DB00215,DB00398,1
DB01149,DB06605,1
DB00974,DB00977,1
DB00976,DB08860,1
DB00627,DB00672,1
DB00204,DB00938,1
DB00450,DB01409,1
DB00186,DB00653,1
DB00780,DB01618,1
DB00417,DB00563,1
DB00224,DB06589,1
DB04855,DB08912,1
DB00872,DB08933,1
DB00988,DB09273,1
DB00700,DB01211,1
DB00216,DB01149,1
DB00153,DB01418,1
DB00331,DB00695,1
DB00687,DB08907,1
DB00857,DB01151,1
DB00604,DB09054,1
DB00277,DB00935,1
DB00559,DB00717,1
DB00691,DB00697,1
DB00734,DB01409,1
DB00563,DB00661,1
DB00331,DB00864,1
DB01026,DB06702,1
DB00363,DB08871,1
DB00502,DB01560,1
DB00307,DB01656,1
DB00199,DB08907,1
DB00204,DB00864,1
DB00367,DB00974,1
DB01255,DB06723,1
DB00421,DB00594,1
DB01184,DB08933,1
DB01407,DB01577,1
DB01018,DB01403,1
DB08930,DB11093,1
DB00201,DB00819,1
DB00418,DB01029,1
DB00285,DB01600,1
DB01174,DB01182,1
DB00379,DB01264,1
DB01017,DB01151,1
DB00373,DB00457,1
DB00889,DB01200,1
DB00220,DB01621,1
DB01609,DB04839,1
DB01194,DB08873,1
DB00974,DB01009,1
DB00758,DB04825,1
DB00454,DB00503,1
DB00252,DB01174,1
DB00752,DB04842,1
DB00687,DB00728,1
DB00476,DB00703,1
DB00366,DB00996,1
DB00705,DB01181,1
DB00252,DB01104,1
DB00564,DB00997,1
DB00121,DB00319,1
DB00834,DB09054,1
DB00831,DB01233,1
DB01036,DB01254,1
DB00457,DB01427,1
DB00690,DB08820,1
DB00181,DB04844,1
DB00206,DB01104,1
DB00393,DB00758,1
DB00479,DB01133,1
DB01142,DB08893,1
DB08875,DB08933,1
DB00215,DB01151,1
DB00726,DB01100,1
DB00608,DB09073,1
DB01222,DB09054,1
DB00765,DB01215,1
DB00653,DB08815,1
DB00715,DB00949,1
DB00420,DB00834,1
DB00246,DB00470,1
DB01062,DB06148,1
DB01194,DB09063,1
DB00344,DB00422,1
DB00186,DB00802,1
DB00331,DB09123,1
DB00384,DB00652,1
DB00215,DB00697,1
DB00975,DB01207,1
DB00091,DB06413,1
DB00285,DB04272,1
DB08820,DB09034,1
DB00564,DB00999,1
DB00246,DB00952,1
DB01178,DB01223,1
DB01234,DB01656,1
DB00387,DB00408,1
DB00237,DB01020,1
DB00726,DB06704,1
DB00470,DB00474,1
DB00494,DB06204,1
DB00388,DB00852,1
DB00398,DB00794,1
DB00549,DB09280,1
DB01201,DB09128,1
DB00706,DB01244,1
DB01128,DB09277,1
DB00177,DB01158,1
DB01021,DB01132,1
DB00601,DB06684,1
DB01097,DB01418,1
DB01263,DB06684,1
DB00237,DB09123,1
DB00661,DB00950,1
DB00363,DB09042,1
DB00502,DB06717,1
DB00486,DB08910,1
DB01069,DB06148,1
DB00203,DB00457,1
DB00582,DB01126,1
DB00661,DB03880,1
DB00898,DB01242,1
DB00337,DB09063,1
DB00163,DB01600,1
DB01174,DB08883,1
DB00834,DB00949,1
DB00705,DB01166,1
DB01320,DB06605,1
DB01024,DB01605,1
DB00679,DB09097,1
DB00363,DB00454,1
DB00921,DB01238,1
DB00393,DB00422,1
DB00997,DB04855,1
DB00269,DB01586,1
DB00373,DB08868,1
DB00782,DB08893,1
DB00682,DB00763,1
DB00503,DB09068,1
DB00182,DB01267,1
DB00408,DB00476,1
DB06290,DB09065,1
DB00697,DB01171,1
DB00554,DB06826,1
DB00668,DB01189,1
DB00761,DB11315,1
DB00401,DB06207,1
DB00163,DB00476,1
DB00427,DB00752,1
DB00657,DB01355,1
DB00503,DB08906,1
DB00413,DB01080,1
DB00180,DB00887,1
DB00454,DB09034,1
DB00819,DB01114,1
DB00014,DB01175,1
DB00673,DB04908,1
DB00281,DB00379,1
DB01264,DB08877,1
DB00177,DB01600,1
DB01100,DB01128,1
DB06203,DB09128,1
DB00349,DB01182,1
DB00201,DB00871,1
DB00598,DB01001,1
DB00759,DB06723,1
DB00734,DB09076,1
DB00843,DB01038,1
DB01021,DB01623,1
DB00875,DB00956,1
DB00539,DB01201,1
DB00211,DB00907,1
DB08824,DB09068,1
DB01192,DB09117,1
DB00734,DB01560,1
DB00243,DB00455,1
DB00524,DB00862,1
DB00470,DB00899,1
DB00193,DB00972,1
DB00248,DB00420,1
DB00231,DB01041,1
DB00338,DB01136,1
DB00543,DB00904,1
DB00316,DB00715,1
DB06702,DB09054,1
DB00409,DB00656,1
DB00673,DB00907,1
DB00933,DB00998,1
DB01173,DB08815,1
DB00422,DB00448,1
DB01124,DB01403,1
DB00263,DB01627,1
DB00860,DB01174,1
DB00458,DB09272,1
DB00897,DB06290,1
DB00294,DB05521,1
DB00752,DB01291,1
DB06204,DB09290,1
DB00806,DB00925,1
DB00648,DB00731,1
DB00622,DB01211,1
DB00501,DB01254,1
DB08916,DB09291,1
DB00502,DB00872,1
DB00470,DB01591,1
DB00188,DB01232,1
DB00802,DB00903,1
DB01192,DB04831,1
DB00252,DB00266,1
DB00691,DB08907,1
DB03619,DB09068,1
DB01017,DB08910,1
DB00393,DB00537,1
DB02701,DB08860,1
DB01167,DB04938,1
DB00808,DB01235,1
DB01609,DB08932,1
DB00215,DB01035,1
DB00605,DB01395,1
DB00794,DB01083,1
DB00754,DB01041,1
DB00414,DB01267,1
DB00390,DB08881,1
DB00213,DB00220,1
DB00962,DB01045,1
DB01174,DB05294,1
DB00370,DB00425,1
DB00446,DB00794,1
DB00230,DB00972,1
DB01319,DB08873,1
DB00175,DB09102,1
DB01367,DB06707,1
DB00366,DB00690,1
DB00363,DB00696,1
DB00477,DB01577,1
DB01156,DB09128,1
DB00366,DB08872,1
DB00695,DB00945,1
DB00214,DB00414,1
DB00195,DB04855,1
DB00956,DB01017,1
DB01354,DB08941,1
DB00014,DB06589,1
DB00203,DB01149,1
DB00214,DB01353,1
DB00540,DB01560,1
DB01100,DB04896,1
DB00741,DB00912,1
DB00470,DB01241,1
DB01081,DB09272,1
DB00449,DB00598,1
DB00363,DB00619,1
DB00747,DB09076,1
DB00502,DB00918,1
DB00912,DB04574,1
DB00366,DB00909,1
DB00484,DB04861,1
DB01100,DB01278,1
DB00252,DB06201,1
DB00615,DB08895,1
DB00831,DB01367,1
DB00277,DB00806,1
DB00413,DB00575,1
DB00186,DB00237,1
DB00503,DB00679,1
DB01144,DB01551,1
DB00697,DB01165,1
DB00641,DB03880,1
DB00188,DB01263,1
DB00601,DB00656,1
DB00273,DB01171,1
DB00621,DB00912,1
DB00181,DB01075,1
DB00484,DB04844,1
DB01032,DB01416,1
DB00573,DB00684,1
DB00254,DB01053,1
DB00224,DB06708,1
DB00495,DB00811,1
DB00903,DB09282,1
DB01120,DB01395,1
DB00343,DB02703,1
DB00216,DB01254,1
DB00283,DB00715,1
DB00843,DB00850,1
DB00898,DB09300,1
DB00734,DB01612,1
DB00468,DB00759,1
DB01251,DB06287,1
DB01418,DB06684,1
DB00502,DB00813,1
DB00759,DB01000,1
DB00418,DB00582,1
DB00537,DB00653,1
DB01197,DB09242,1
DB01591,DB02703,1
DB01072,DB01609,1
DB01590,DB08882,1
DB00794,DB01020,1
DB00867,DB01620,1
DB00433,DB06288,1
DB00561,DB01556,1
DB01115,DB01203,1
DB00450,DB00835,1
DB00430,DB01032,1
DB00273,DB06153,1
DB00398,DB01072,1
DB01579,DB01624,1
DB00804,DB01278,1
DB01263,DB06335,1
DB00280,DB00307,1
DB00908,DB01211,1
DB00387,DB00945,1
DB00924,DB09034,1
DB00897,DB09117,1
DB00524,DB00531,1
DB01149,DB08932,1
DB00696,DB01233,1
DB00490,DB08824,1
DB00819,DB00869,1
DB01247,DB09209,1
DB00695,DB09083,1
DB00501,DB04825,1
DB00309,DB00363,1
DB00277,DB04861,1
DB01238,DB06413,1
DB00472,DB00767,1
DB00476,DB00679,1
DB01045,DB09034,1
DB00951,DB00956,1
DB00615,DB01395,1
DB00653,DB08930,1
DB01132,DB09280,1
DB00401,DB00752,1
DB00775,DB00806,1
DB00540,DB01175,1
DB00642,DB01009,1
DB00898,DB08910,1
DB01320,DB04855,1
DB01440,DB01489,1
DB00425,DB01114,1
DB01124,DB09128,1
DB00820,DB01115,1
DB00752,DB01364,1
DB01045,DB08907,1
DB00524,DB01551,1
DB01167,DB09079,1
DB00227,DB09055,1
DB01114,DB05271,1
DB00186,DB08910,1
DB00773,DB01254,1
DB00986,DB09555,1
DB00641,DB06817,1
DB00366,DB04953,1
DB00615,DB09068,1
DB00530,DB00834,1
DB00479,DB01000,1
DB00080,DB01098,1
DB00465,DB00806,1
DB06781,DB09067,1
DB00972,DB01021,1
DB06414,DB09053,1
DB00266,DB00437,1
DB00559,DB01590,1
DB00379,DB00851,1
DB00370,DB00956,1
DB00104,DB01232,1
DB00382,DB01403,1
DB00245,DB04924,1
DB00656,DB00831,1
DB00250,DB01611,1
DB00875,DB00953,1
DB00482,DB01014,1
DB01211,DB08912,1
DB00661,DB00677,1
DB01247,DB01403,1
DB00715,DB06216,1
DB00448,DB00582,1
DB00266,DB01294,1
DB01264,DB08931,1
DB00669,DB01224,1
DB01018,DB01045,1
DB01623,DB08881,1
DB00325,DB00346,1
DB00178,DB04884,1
DB00263,DB00615,1
DB00933,DB01255,1
DB00382,DB00521,1
DB00452,DB00749,1
DB00500,DB00932,1
DB00608,DB01359,1
DB00270,DB00564,1
DB00934,DB01238,1
DB00486,DB00850,1
DB00254,DB00653,1
DB00673,DB08895,1
DB00540,DB09271,1
DB00557,DB00683,1
DB00390,DB08895,1
DB00918,DB05521,1
DB00861,DB06695,1
DB00673,DB01224,1
DB00178,DB01590,1
DB00569,DB00974,1
DB00322,DB01357,1
DB00961,DB06711,1
DB00864,DB09073,1
DB00427,DB09290,1
DB06290,DB09102,1
DB04884,DB08873,1
DB00346,DB00780,1
DB00468,DB01203,1
DB00575,DB01392,1
DB01147,DB09268,1
DB01609,DB06626,1
DB00295,DB00661,1
DB00461,DB01172,1
DB00196,DB00215,1
DB00206,DB01356,1
DB00401,DB01609,1
DB06663,DB09063,1
DB00829,DB08820,1
DB00224,DB01167,1
DB00006,DB00682,1
DB00368,DB00945,1
DB00285,DB01247,1
DB00925,DB01119,1
DB04839,DB06335,1
DB00687,DB01263,1
DB00715,DB01219,1
DB00458,DB09039,1
DB00476,DB00575,1
DB00865,DB01239,1
DB01032,DB01163,1
DB01256,DB01263,1
DB00305,DB01656,1
DB00313,DB03793,1
DB00820,DB01612,1
DB01142,DB01224,1
DB00214,DB00722,1
DB00564,DB09074,1
DB01098,DB04855,1
DB00391,DB00514,1
DB00313,DB08909,1
DB00837,DB01083,1
DB00356,DB00653,1
DB00619,DB01320,1
DB01203,DB01400,1
DB06723,DB11093,1
DB00237,DB00310,1
DB00208,DB01621,1
DB01609,DB06212,1
DB00497,DB00661,1
DB00648,DB06697,1
DB00246,DB00989,1
DB00404,DB01392,1
DB00321,DB00554,1
DB01172,DB01415,1
DB00182,DB01556,1
DB00727,DB09220,1
DB00411,DB00981,1
DB00783,DB00794,1
DB01229,DB06717,1
DB00950,DB01232,1
DB00177,DB00598,1
DB01221,DB08820,1
DB06144,DB09068,1
DB01223,DB01567,1
DB00409,DB01367,1
DB00297,DB00598,1
DB01264,DB08865,1
DB00528,DB09063,1
DB00238,DB06414,1
DB08883,DB08899,1
DB00472,DB01178,1
DB01263,DB06176,1
DB00241,DB00816,1
DB00765,DB06282,1
DB00468,DB08933,1
DB00906,DB09072,1
DB00557,DB00575,1
DB00215,DB00243,1
DB00230,DB00358,1
DB00531,DB00999,1
DB01080,DB09034,1
DB01263,DB08881,1
DB00783,DB08882,1
DB05676,DB08912,1
DB00196,DB01015,1
DB00833,DB06696,1
DB00503,DB08873,1
DB00784,DB06605,1
DB00397,DB00988,1
DB05239,DB06717,1
DB00243,DB09065,1
DB00371,DB00484,1
DB00661,DB09039,1
DB00862,DB06290,1
DB01201,DB08883,1
DB00422,DB00477,1
DB00497,DB01041,1
DB00864,DB01168,1
DB00337,DB00480,1
DB00938,DB01556,1
DB01136,DB09242,1
DB00181,DB00985,1
DB00959,DB01120,1
DB00359,DB00672,1
DB00264,DB00472,1
DB00813,DB09118,1
DB00333,DB01553,1
DB00808,DB01016,1
DB00458,DB00484,1
DB00366,DB09290,1
DB00341,DB01278,1
DB01621,DB09048,1
DB00700,DB00820,1
DB01215,DB09054,1
DB00918,DB01403,1
DB00660,DB09117,1
DB00611,DB00708,1
DB00104,DB01087,1
DB01104,DB01233,1
DB00196,DB01590,1
DB00199,DB01184,1
DB00035,DB00215,1
DB01238,DB09065,1
DB00687,DB06412,1
DB00458,DB00857,1
DB00321,DB00564,1
DB00454,DB00501,1
DB00014,DB09078,1
DB00187,DB01118,1
DB00370,DB00980,1
DB00401,DB09065,1
DB00834,DB08907,1
DB00872,DB08895,1
DB00230,DB00450,1
DB00204,DB00594,1
DB00864,DB01009,1
DB00266,DB00468,1
DB00368,DB00421,1
DB00398,DB05521,1
DB01032,DB09288,1
DB00903,DB01392,1
DB00414,DB00731,1
DB00177,DB00187,1
DB00677,DB01242,1
DB00559,DB00872,1
DB01063,DB01104,1
DB00344,DB01355,1
DB00996,DB01351,1
DB00482,DB00946,1
DB00569,DB00715,1
DB01255,DB06704,1
DB00091,DB00479,1
DB00323,DB00450,1
DB01403,DB09097,1
DB00619,DB01222,1
DB02703,DB05239,1
DB00425,DB08933,1
DB00788,DB00974,1
DB00972,DB05246,1
DB00275,DB00862,1
DB09119,DB09291,1
DB01601,DB09272,1
DB00476,DB04842,1
DB00502,DB08820,1
DB00897,DB05521,1
DB00368,DB01620,1
DB00668,DB00871,1
DB00783,DB09119,1
DB00749,DB03615,1
DB00263,DB00359,1
DB00248,DB01038,1
DB00806,DB00991,1
DB00310,DB00752,1
DB00186,DB00906,1
DB01167,DB08899,1
DB00237,DB00956,1
DB00254,DB00417,1
DB00935,DB00983,1
DB01075,DB09271,1
DB00244,DB00585,1
DB04905,DB08916,1
DB00503,DB01198,1
DB00317,DB01320,1
DB00862,DB09065,1
DB01023,DB09407,1
DB00196,DB00717,1
DB00252,DB00834,1
DB00381,DB01337,1
DB00237,DB00446,1
DB00384,DB00476,1
DB00252,DB00501,1
DB00241,DB01054,1
DB00346,DB00976,1
DB00104,DB00697,1
DB00588,DB00867,1
DB00388,DB01001,1
DB00854,DB09072,1
DB00783,DB09280,1
DB00425,DB01174,1
DB00696,DB09065,1
DB00884,DB06724,1
DB00363,DB01099,1
DB00682,DB01320,1
DB00314,DB09268,1
DB00328,DB01418,1
DB00280,DB00414,1
DB00956,DB08873,1
DB00196,DB08932,1
DB00946,DB06228,1
DB01041,DB08895,1
DB00401,DB08899,1
DB00788,DB03615,1
DB09102,DB09119,1
DB00091,DB00120,1
DB00582,DB00910,1
DB00215,DB01614,1
DB00500,DB09211,1
DB00178,DB01261,1
DB00887,DB01119,1
DB00310,DB00898,1
DB01018,DB01173,1
DB01080,DB08883,1
DB00559,DB01018,1
DB00470,DB06706,1
DB00382,DB00979,1
DB00540,DB09272,1
DB00683,DB09065,1
DB00788,DB01418,1
DB00956,DB01320,1
DB00182,DB00780,1
DB00238,DB01045,1
DB00333,DB01037,1
DB00201,DB00381,1
DB00150,DB01247,1
DB00479,DB00605,1
DB00159,DB00814,1
DB00921,DB08815,1
DB01032,DB01150,1
DB00608,DB01136,1
DB00933,DB09042,1
DB00366,DB06148,1
DB00555,DB01174,1
DB01595,DB09117,1
DB00540,DB03880,1
DB00328,DB01609,1
DB00317,DB09054,1
DB00499,DB00872,1
DB00458,DB01156,1
DB01167,DB04845,1
DB00193,DB06288,1
DB00678,DB00752,1
DB00206,DB00972,1
DB00204,DB09063,1
DB04884,DB08865,1
DB00374,DB00999,1
DB01176,DB01560,1
DB01182,DB01242,1
DB00590,DB00806,1
DB00332,DB00723,1
DB00427,DB00557,1
DB01356,DB06684,1
DB01114,DB04831,1
DB00557,DB01355,1
DB00540,DB00767,1
DB04868,DB09143,1
DB00768,DB00898,1
DB00195,DB09220,1
DB00104,DB00502,1
DB01018,DB08899,1
DB00211,DB00651,1
DB00590,DB01074,1
DB00206,DB06207,1
DB00648,DB09048,1
DB00679,DB01377,1
DB00335,DB00422,1
DB00177,DB01050,1
DB00752,DB06207,1
DB00468,DB00590,1
DB00204,DB01137,1
DB00104,DB00571,1
DB01032,DB08909,1
DB00222,DB00741,1
DB00876,DB01355,1
DB00201,DB00598,1
DB00625,DB00972,1
DB00682,DB01296,1
DB00201,DB00867,1
DB00609,DB00951,1
DB00191,DB00295,1
DB00806,DB01087,1
DB00991,DB06696,1
DB01576,DB01577,1
DB00563,DB00861,1
DB00932,DB01120,1
DB00790,DB01009,1
DB00864,DB08933,1
DB00182,DB00241,1
DB00181,DB00593,1
DB00542,DB00780,1
DB01018,DB01201,1
DB00765,DB01351,1
DB00412,DB02901,1
DB00983,DB01291,1
DB00243,DB01234,1
DB00404,DB03880,1
DB01164,DB01212,1
DB00508,DB01247,1
DB00277,DB00373,1
DB00176,DB00823,1
DB04868,DB05109,1
DB00266,DB01241,1
DB00630,DB00798,1
DB01244,DB05521,1
DB00196,DB04845,1
DB00912,DB01380,1
DB00186,DB06690,1
DB01242,DB08881,1
DB00864,DB00991,1
DB00264,DB00708,1
DB00769,DB01609,1
DB00206,DB00418,1
DB00537,DB01238,1
DB00474,DB01054,1
DB00734,DB00742,1
DB00705,DB01222,1
DB00502,DB00726,1
DB00268,DB09117,1
DB00975,DB06228,1
DB00497,DB06290,1
DB00390,DB01195,1
DB00672,DB09063,1
DB00307,DB00448,1
DB00290,DB01097,1
DB00320,DB08873,1
DB04841,DB09117,1
DB01149,DB01403,1
DB00653,DB00962,1
DB00474,DB00742,1
DB00945,DB06767,1
DB00337,DB08865,1
DB00814,DB08976,1
DB01222,DB06723,1
DB00867,DB01223,1
DB00502,DB01050,1
DB00539,DB00794,1
DB00476,DB00705,1
DB01143,DB01197,1
DB00318,DB00496,1
DB00621,DB01418,1
DB00607,DB09268,1
DB00237,DB00790,1
DB00181,DB09236,1
DB00831,DB01409,1
DB00227,DB01211,1
DB00679,DB00997,1
DB00270,DB09054,1
DB01267,DB06204,1
DB00363,DB00422,1
DB00906,DB08883,1
DB01320,DB01583,1
DB00295,DB01623,1
DB00321,DB06603,1
DB00839,DB06203,1
DB00486,DB01407,1
DB00264,DB00806,1
DB00703,DB01560,1
DB00477,DB00765,1
DB00794,DB01353,1
DB01320,DB08815,1
DB00252,DB00343,1
DB01026,DB01320,1
DB00881,DB01235,1
DB00162,DB00307,1
DB00214,DB00440,1
DB00557,DB01041,1
DB00314,DB00479,1
DB00381,DB00393,1
DB01232,DB06218,1
DB01201,DB09049,1
DB00864,DB01264,1
DB00706,DB01074,1
DB00956,DB01045,1
DB00317,DB08820,1
DB01394,DB08827,1
DB00222,DB00657,1
DB00193,DB00734,1
DB00472,DB04844,1
DB00745,DB09074,1
DB09053,DB09065,1
DB01254,DB05239,1
DB05271,DB06288,1
DB01112,DB06724,1
DB00783,DB00946,1
DB00218,DB00687,1
DB00207,DB00468,1
DB00436,DB00813,1
DB01041,DB09118,1
DB00196,DB06717,1
DB01097,DB01181,1
DB00582,DB01354,1
DB00811,DB01048,1
DB01403,DB08907,1
DB00230,DB00366,1
DB00269,DB00312,1
DB00297,DB01193,1
DB00307,DB00990,1
DB00366,DB00420,1
DB00706,DB09073,1
DB00564,DB00949,1
DB01215,DB05521,1
DB00477,DB00813,1
DB00283,DB00425,1
DB00479,DB09268,1
DB00492,DB01143,1
DB01045,DB09073,1
DB00238,DB00393,1
DB00320,DB05521,1
DB00949,DB01354,1
DB00468,DB00613,1
DB00714,DB01233,1
DB00331,DB05294,1
DB01009,DB06696,1
DB00780,DB00933,1
DB00524,DB00898,1
DB00313,DB00564,1
DB00498,DB00957,1
DB00220,DB00454,1
DB08867,DB08899,1
DB00450,DB00996,1
DB00281,DB09073,1
DB00321,DB00387,1
DB00945,DB01050,1
DB00233,DB00974,1
DB00889,DB00918,1
DB00215,DB05294,1
DB01045,DB09143,1
DB00982,DB05528,1
DB00222,DB01621,1
DB00199,DB01120,1
DB00989,DB01624,1
DB01115,DB08912,1
DB00861,DB06813,1
DB00468,DB00621,1
DB00307,DB00661,1
DB01174,DB09101,1
DB00674,DB01624,1
DB00872,DB09034,1
DB00307,DB08875,1
DB00499,DB09054,1
DB00569,DB08976,1
DB00468,DB00678,1
DB00208,DB00266,1
DB00333,DB00653,1
DB00206,DB00997,1
